location,sowing_month,soil_type,nitrogen,phosphorus,potassium,ph,rainfall,humidity,crop_suitability
Thanjavur,Feb,Loamy,101,30,88,5.1,471,50,No
Cuddalore,May,Red Soil,119,38,85,5.3,950,67,No
Namakkal,Jul,Loamy,113,37,124,5.1,484,48,No
Thoothukudi,Jan,Red Soil,52,51,117,5.3,1072,42,No
Thanjavur,Jul,Sandy Loam,121,28,125,7.2,417,69,No
Krishnagiri,Sep,Sandy Loam,125,22,71,7.3,1005,78,No
Coimbatore,Oct,Clay,120,29,95,6.1,415,57,No
Thanjavur,Aug,Loamy,71,57,51,8.4,845,42,No
Salem,Feb,Loamy,70,37,125,5.6,1260,87,No
Karur,Apr,Black Soil,66,27,113,7.5,707,46,No
Tirunelveli,Sep,Red Soil,103,66,119,4.8,923,75,No
Villupuram,Mar,Loamy,60,72,72,5.5,1065,53,No
Krishnagiri,Apr,Red Soil,100,71,109,7.2,709,43,No
Karur,Oct,Loamy,123,17,54,6.8,483,43,No
Coimbatore,Apr,Loamy,108,29,73,7.1,1232,60,No
Cuddalore,Dec,Black Soil,76,25,121,5.5,1212,62,No
Namakkal,Mar,Red Soil,129,68,72,7.9,1183,53,No
Madurai,Apr,Loamy,38,59,66,6.1,813,50,No
Tirunelveli,Jun,Loamy,104,79,116,6.4,987,61,No
Thoothukudi,Sep,Sandy Loam,51,36,81,8.5,770,70,No
Cuddalore,Nov,Black Soil,110,25,47,5.3,980,59,No
Salem,Feb,Red Soil,50,41,121,5.7,942,79,No
Karur,Feb,Black Soil,118,53,72,6.4,455,76,No
Thoothukudi,Jan,Red Soil,49,21,33,5.9,431,82,No
Coimbatore,Mar,Clay,82,65,77,4.6,664,65,No
Salem,Nov,Loamy,73,23,88,5.4,554,49,No
Krishnagiri,Dec,Red Soil,94,57,44,5.8,714,49,No
Dharmapuri,Jul,Loamy,85,41,39,4.6,1009,62,No
Thanjavur,Mar,Red Soil,97,63,92,5.0,668,50,No
Coimbatore,Dec,Clay,61,18,79,6.5,1259,61,No
Dindigul,Sep,Clay,34,26,46,4.7,616,47,No
Salem,Nov,Red Soil,38,17,108,7.3,1006,78,No
Thanjavur,Jun,Sandy Loam,128,65,72,5.4,756,68,No
Karur,Sep,Sandy Loam,31,72,112,5.7,542,78,No
Namakkal,Jun,Red Soil,89,28,119,6.1,1057,61,No
Dharmapuri,Jul,Sandy Loam,83,71,32,7.9,675,52,No
Madurai,Jun,Clay,48,54,85,6.5,1097,85,No
Coimbatore,Jul,Clay,60,23,128,8.0,1028,48,No
Tirunelveli,Jun,Clay,59,26,45,7.2,751,80,No
Thanjavur,May,Black Soil,46,37,109,8.3,959,50,No
Krishnagiri,Jul,Red Soil,64,38,106,7.5,936,54,No
Thanjavur,Aug,Clay,100,66,97,6.4,821,78,No
Villupuram,Mar,Loamy,92,33,59,8.2,819,77,No
Cuddalore,May,Clay,86,48,119,6.0,694,45,No
Karur,Nov,Black Soil,115,16,101,7.3,895,75,No
Tirunelveli,Oct,Clay,67,65,48,7.0,723,64,No
Dharmapuri,Mar,Red Soil,71,67,112,5.1,1000,64,No
Cuddalore,Aug,Sandy Loam,67,58,75,8.2,1125,65,No
Erode,Dec,Sandy Loam,83,29,91,4.7,1006,41,No
Dharmapuri,Feb,Black Soil,100,50,93,6.6,573,55,No
Salem,Nov,Black Soil,52,40,80,7.1,891,65,No
Coimbatore,Feb,Black Soil,93,67,111,6.6,952,69,No
Dharmapuri,Jan,Sandy Loam,58,52,105,5.6,502,48,No
Villupuram,Jul,Loamy,49,77,114,8.4,728,80,No
Cuddalore,Aug,Black Soil,36,27,83,6.7,462,64,No
Cuddalore,Oct,Loamy,58,31,120,8.3,1073,73,No
Karur,May,Loamy,106,42,49,6.2,431,50,No
Namakkal,Jul,Clay,72,69,80,4.7,1001,67,No
Dharmapuri,Aug,Sandy Loam,81,33,123,7.6,410,74,No
Salem,Aug,Black Soil,80,27,55,5.4,811,82,No
Salem,Jan,Clay,45,27,115,6.2,854,58,No
Tirunelveli,Jul,Clay,70,21,51,5.8,832,44,No
Thoothukudi,Nov,Loamy,85,77,47,7.1,468,66,No
Tirunelveli,Sep,Red Soil,63,31,59,8.3,572,85,No
Salem,Mar,Loamy,89,76,92,4.6,659,60,No
Cuddalore,Dec,Clay,105,48,49,6.6,1285,60,No
Trichy,Jun,Loamy,78,64,48,5.7,1274,59,No
Dharmapuri,Jul,Sandy Loam,70,37,44,6.8,1043,65,No
Salem,Aug,Red Soil,41,75,95,7.0,517,56,No
Karur,Jul,Black Soil,30,48,31,7.2,1099,44,No
Dharmapuri,Jan,Black Soil,54,35,110,5.9,798,80,No
Namakkal,Nov,Red Soil,105,58,120,4.9,463,45,No
Erode,Jul,Red Soil,79,68,110,8.5,1008,76,No
Salem,Dec,Loamy,30,70,96,7.2,878,47,No
Tirunelveli,Oct,Sandy Loam,67,48,64,4.8,646,56,No
Salem,Mar,Black Soil,96,38,54,4.9,1189,66,No
Villupuram,Apr,Red Soil,81,41,60,5.5,1187,67,No
Salem,Apr,Sandy Loam,103,75,30,7.0,1296,47,No
Thanjavur,Sep,Clay,31,35,67,4.8,628,58,No
Krishnagiri,Sep,Clay,37,28,107,7.1,632,70,No
Krishnagiri,Dec,Clay,97,25,81,8.3,1025,85,No
Cuddalore,Dec,Sandy Loam,34,17,63,7.1,633,73,No
Cuddalore,Oct,Sandy Loam,61,69,91,4.8,974,49,No
Erode,Jun,Loamy,49,32,58,5.7,1223,75,No
Thoothukudi,Oct,Clay,104,39,112,5.7,1093,59,No
Dindigul,May,Black Soil,119,78,106,4.9,1285,68,No
Trichy,Mar,Sandy Loam,38,68,80,7.3,766,76,No
Dharmapuri,Mar,Loamy,88,19,37,6.1,719,71,No
Karur,Nov,Black Soil,121,34,76,6.7,535,77,No
Coimbatore,Nov,Black Soil,67,38,105,5.4,876,51,No
Thanjavur,Apr,Sandy Loam,88,34,56,6.0,1023,80,Yes
Thanjavur,May,Red Soil,41,55,60,5.1,426,54,No
Trichy,Feb,Red Soil,106,26,101,5.6,459,48,No
Tirunelveli,Aug,Loamy,121,35,97,7.4,774,80,No
Cuddalore,Aug,Loamy,33,58,53,6.7,497,58,No
Salem,Sep,Loamy,116,59,102,8.5,1167,58,No
Namakkal,Nov,Clay,107,29,68,5.3,1258,62,No
Madurai,Jan,Sandy Loam,86,63,98,7.7,815,47,No
Dharmapuri,May,Black Soil,79,72,55,4.6,421,89,No
Coimbatore,May,Red Soil,37,67,102,6.1,1211,85,No
Salem,Aug,Sandy Loam,45,22,53,7.1,999,44,No
Erode,Mar,Black Soil,120,35,54,7.7,483,54,No
Cuddalore,Sep,Black Soil,36,35,58,4.8,535,71,No
Thoothukudi,Nov,Red Soil,50,71,47,6.3,610,43,No
Coimbatore,Oct,Black Soil,94,77,97,4.9,1224,83,No
Karur,Dec,Sandy Loam,68,59,58,5.0,710,45,No
Erode,May,Clay,75,30,101,7.3,657,68,No
Madurai,May,Black Soil,47,48,127,7.9,1159,50,No
Cuddalore,Aug,Loamy,36,63,59,5.6,567,63,No
Cuddalore,Sep,Sandy Loam,70,18,103,5.0,521,71,No
Coimbatore,Dec,Black Soil,91,38,125,4.6,895,61,No
Thanjavur,Aug,Clay,112,26,33,7.2,1010,80,No
Krishnagiri,Dec,Sandy Loam,48,41,79,8.1,1073,71,No
Namakkal,Jan,Black Soil,105,77,102,5.9,1224,83,No
Trichy,Nov,Red Soil,40,64,54,7.5,579,65,No
Dharmapuri,Nov,Black Soil,118,68,129,6.2,1204,84,No
Dindigul,May,Red Soil,113,26,115,7.8,876,80,No
Thoothukudi,Oct,Clay,44,67,120,7.6,695,40,No
Tirunelveli,Nov,Sandy Loam,81,61,35,6.1,500,69,No
Thoothukudi,Feb,Red Soil,94,71,92,7.4,1074,44,No
Salem,Aug,Loamy,33,30,97,8.5,1111,75,No
Dharmapuri,Aug,Clay,49,24,45,6.8,1198,81,No
Karur,Dec,Sandy Loam,82,75,103,6.9,1222,89,No
Karur,Jul,Clay,77,17,115,8.3,635,86,No
Salem,Jan,Clay,112,22,59,5.3,1245,75,No
Trichy,Jan,Loamy,107,33,118,4.8,1030,56,No
Madurai,Dec,Black Soil,49,16,74,8.5,1130,73,No
Cuddalore,May,Sandy Loam,92,71,66,8.5,705,85,No
Thoothukudi,Dec,Clay,71,76,66,6.5,671,64,No
Namakkal,Oct,Clay,41,50,125,5.6,726,73,No
Thanjavur,Dec,Red Soil,105,63,117,5.2,700,81,No
Tirunelveli,Apr,Loamy,36,41,109,6.9,645,79,No
Krishnagiri,Jul,Loamy,114,42,107,6.7,1217,71,No
Trichy,Aug,Black Soil,31,31,125,5.3,908,61,No
Thoothukudi,Aug,Sandy Loam,105,30,93,6.3,890,78,Yes
Dindigul,Jan,Black Soil,93,40,55,7.2,1153,82,No
Trichy,Apr,Loamy,68,50,35,7.3,1288,50,No
Tirunelveli,Oct,Sandy Loam,90,72,90,7.4,662,60,No
Dharmapuri,Nov,Sandy Loam,31,20,91,6.3,739,70,No
Trichy,Jan,Red Soil,120,70,120,7.7,1057,42,No
Trichy,Sep,Black Soil,55,77,59,6.8,867,76,No
Krishnagiri,May,Black Soil,81,76,84,6.6,1036,42,No
Coimbatore,May,Red Soil,110,25,70,6.5,733,59,No
Krishnagiri,Dec,Clay,105,40,30,7.9,1092,43,No
Madurai,Dec,Red Soil,57,33,76,5.2,824,48,No
Tirunelveli,Feb,Black Soil,78,73,49,6.2,1050,62,No
Thanjavur,Nov,Sandy Loam,32,72,118,5.0,819,85,No
Salem,May,Black Soil,66,18,111,7.7,1264,57,No
Thoothukudi,Jul,Red Soil,88,53,65,6.7,550,47,No
Salem,May,Red Soil,128,47,74,7.9,700,63,No
Erode,May,Black Soil,101,24,51,8.0,520,82,No
Thanjavur,May,Loamy,49,33,80,5.9,436,60,No
Namakkal,Jan,Clay,61,36,106,6.5,863,80,No
Villupuram,Feb,Clay,41,60,109,6.2,443,63,No
Trichy,Jun,Sandy Loam,93,39,113,6.0,850,64,No
Trichy,Nov,Loamy,83,70,32,5.6,1146,54,No
Karur,Jun,Red Soil,104,30,128,6.9,913,86,No
Namakkal,Jun,Black Soil,37,40,118,5.6,1062,79,No
Namakkal,Aug,Clay,100,74,84,5.5,747,60,No
Villupuram,May,Red Soil,115,74,44,6.3,405,74,No
Karur,Nov,Red Soil,101,35,118,5.8,705,46,No
Namakkal,Jun,Loamy,59,36,34,7.7,861,85,No
Madurai,May,Black Soil,78,68,95,5.2,1016,69,No
Thanjavur,Dec,Sandy Loam,62,78,128,8.5,838,86,No
Karur,Jun,Red Soil,103,58,107,7.4,1017,81,No
Thanjavur,Sep,Loamy,127,63,121,6.4,876,55,No
Cuddalore,Jan,Loamy,88,24,53,5.5,1158,73,No
Coimbatore,Dec,Red Soil,38,44,85,5.8,1009,54,No
Erode,Sep,Clay,57,73,126,6.5,948,51,No
Trichy,Oct,Loamy,113,77,85,7.3,908,85,No
Tirunelveli,Jun,Red Soil,30,62,96,5.3,648,71,No
Namakkal,Apr,Red Soil,63,49,55,5.2,1106,63,No
Tirunelveli,Dec,Sandy Loam,67,54,68,6.5,1259,60,No
Salem,Oct,Clay,53,79,49,6.2,649,64,No
Namakkal,Dec,Clay,104,32,129,8.2,462,44,No
Krishnagiri,Nov,Red Soil,39,15,36,4.6,705,57,No
Dharmapuri,Apr,Clay,47,19,111,8.0,1205,75,No
Cuddalore,Dec,Black Soil,119,46,119,4.6,934,61,No
Madurai,Nov,Black Soil,59,39,34,4.8,786,78,No
Erode,May,Black Soil,106,75,118,6.8,612,82,No
Salem,Nov,Red Soil,75,60,51,7.1,1235,41,No
Cuddalore,Dec,Sandy Loam,59,70,43,7.1,1166,53,No
Tirunelveli,Apr,Clay,84,42,83,7.2,616,84,No
Tirunelveli,Aug,Sandy Loam,92,28,127,6.0,496,64,No
Thanjavur,Jan,Sandy Loam,30,34,75,5.7,1077,65,No
Cuddalore,Oct,Sandy Loam,64,76,126,5.8,707,67,No
Coimbatore,Mar,Red Soil,126,30,72,7.3,1129,62,No
Thanjavur,Mar,Clay,44,55,119,6.0,982,87,No
Cuddalore,Aug,Clay,43,68,47,7.5,630,85,No
Trichy,Jan,Sandy Loam,46,74,40,6.2,1189,85,No
Madurai,May,Clay,62,70,54,6.5,513,40,No
Namakkal,Oct,Red Soil,59,24,68,6.1,868,76,No
Erode,Feb,Clay,49,21,51,6.1,589,52,No
Dharmapuri,Apr,Red Soil,122,40,56,6.8,443,54,No
Tirunelveli,Feb,Sandy Loam,34,34,39,7.2,1140,74,No
Thoothukudi,Jul,Loamy,115,16,122,6.5,980,49,No
Salem,Mar,Clay,39,48,100,6.7,714,40,No
Salem,Feb,Loamy,62,23,31,7.8,880,45,No
Dindigul,Nov,Sandy Loam,39,22,74,8.1,834,68,No
Madurai,Jun,Red Soil,113,42,106,6.3,531,87,No
Dharmapuri,Jun,Clay,109,55,107,6.5,772,82,No
Cuddalore,Nov,Clay,93,24,102,8.3,840,40,No
Karur,Nov,Black Soil,96,47,38,6.4,1299,52,No
Trichy,Nov,Loamy,122,53,88,5.1,440,72,No
Thanjavur,Jul,Red Soil,64,20,41,6.4,1179,89,No
Cuddalore,Feb,Clay,35,44,51,7.7,537,53,No
Namakkal,Jul,Loamy,113,31,106,7.3,908,86,No
Karur,Jun,Sandy Loam,37,38,38,6.6,859,66,No
Madurai,Jan,Red Soil,99,53,32,5.4,441,69,No
Thoothukudi,Aug,Clay,126,46,55,5.5,812,66,No
Tirunelveli,Jun,Red Soil,101,72,71,6.1,1222,89,No
Madurai,Jul,Black Soil,125,45,65,7.5,1247,64,No
Trichy,Apr,Clay,85,56,70,8.1,957,65,No
Cuddalore,Jun,Clay,31,74,97,7.5,595,45,No
Karur,Sep,Sandy Loam,56,32,38,8.3,667,44,No
Villupuram,Jun,Sandy Loam,97,26,110,4.6,986,79,No
Dharmapuri,May,Red Soil,106,21,112,7.8,643,51,No
Dindigul,Mar,Red Soil,43,25,108,4.8,1013,60,No
Dharmapuri,Apr,Black Soil,48,46,108,7.5,1043,49,No
Villupuram,Mar,Clay,52,41,64,7.8,564,56,No
Thoothukudi,Apr,Clay,43,72,47,5.1,671,49,No
Trichy,Dec,Red Soil,44,18,118,8.0,1209,76,No
Krishnagiri,Jul,Red Soil,95,23,69,5.6,1254,62,No
Erode,Jan,Red Soil,124,43,104,7.7,802,65,No
Thanjavur,Aug,Sandy Loam,119,21,105,6.5,811,74,No
Madurai,Dec,Loamy,52,59,102,5.3,1111,72,No
Namakkal,Jul,Loamy,52,63,37,6.4,1231,57,No
Karur,Aug,Black Soil,74,22,122,6.2,873,48,No
Thanjavur,Jun,Red Soil,107,49,54,5.8,1153,45,No
Coimbatore,Jul,Clay,94,58,113,7.4,494,45,No
Erode,Nov,Black Soil,72,36,124,6.2,994,47,No
Dindigul,Sep,Sandy Loam,102,78,37,7.4,550,57,No
Erode,Sep,Sandy Loam,99,34,126,6.5,1162,63,No
Salem,Jul,Clay,82,57,56,8.3,592,88,No
Dharmapuri,Jul,Loamy,57,24,49,4.8,561,52,No
Coimbatore,Nov,Red Soil,71,26,56,4.8,487,51,No
Thoothukudi,Jun,Clay,42,64,119,7.9,688,71,No
Karur,Jan,Clay,55,34,54,6.5,737,76,No
Thoothukudi,Oct,Sandy Loam,119,54,112,6.0,645,60,No
Cuddalore,Oct,Clay,106,37,64,5.8,925,77,No
Erode,Dec,Red Soil,73,75,48,5.4,600,73,No
Coimbatore,Jun,Black Soil,119,66,116,6.3,876,74,No
Tirunelveli,Sep,Black Soil,110,25,31,5.9,956,50,No
Dindigul,Dec,Black Soil,103,22,122,7.1,812,51,No
Krishnagiri,Dec,Red Soil,101,55,104,6.0,616,79,No
Karur,Sep,Red Soil,109,76,108,6.5,858,65,No
Salem,Jul,Loamy,37,27,31,8.1,1029,60,No
Madurai,Nov,Red Soil,124,17,77,6.3,497,89,No
Karur,Jun,Loamy,124,32,86,6.5,838,87,No
Coimbatore,Oct,Clay,103,35,89,6.9,1020,61,No
Madurai,Aug,Sandy Loam,102,62,96,8.4,872,43,No
Salem,Jan,Sandy Loam,86,65,33,7.6,455,68,No
Dindigul,Jul,Sandy Loam,81,15,51,7.6,650,43,No
Tirunelveli,May,Sandy Loam,116,35,44,7.6,578,72,No
Trichy,Jun,Black Soil,67,47,57,6.4,634,55,No
Erode,Sep,Sandy Loam,42,40,40,7.9,913,85,No
Krishnagiri,Aug,Clay,43,30,118,5.7,411,89,No
Erode,Feb,Loamy,94,62,96,8.0,472,50,No
Dindigul,Nov,Sandy Loam,108,43,120,5.1,604,43,No
Krishnagiri,Apr,Black Soil,64,35,92,6.6,1176,81,No
Tirunelveli,Dec,Red Soil,127,42,124,4.7,850,44,No
Trichy,Dec,Loamy,122,51,49,6.1,659,68,No
Dindigul,Aug,Red Soil,95,44,36,7.8,970,41,No
Cuddalore,Nov,Red Soil,69,15,116,7.4,1157,42,No
Thanjavur,Apr,Clay,104,36,127,5.4,627,47,No
Villupuram,May,Clay,94,15,97,6.5,994,86,No
Krishnagiri,Jun,Red Soil,116,45,53,6.4,685,73,No
Trichy,May,Black Soil,118,65,36,5.2,533,75,No
Tirunelveli,Nov,Clay,72,78,68,7.6,440,81,No
Salem,Feb,Sandy Loam,105,35,111,6.8,1258,68,No
Dharmapuri,May,Loamy,54,34,97,5.9,871,40,No
Tirunelveli,Jun,Loamy,83,37,74,4.9,966,47,No
Villupuram,Feb,Sandy Loam,69,18,112,8.5,880,83,No
Krishnagiri,Jun,Clay,72,39,46,7.1,678,49,No
Dindigul,Nov,Loamy,104,71,108,6.8,786,82,No
Coimbatore,May,Black Soil,129,46,128,4.6,1234,54,No
Erode,Jun,Clay,45,45,82,4.6,1177,85,No
Thoothukudi,Dec,Sandy Loam,35,52,125,6.0,1051,64,No
Krishnagiri,Jul,Loamy,100,54,65,5.7,1034,63,Yes
Thoothukudi,Aug,Red Soil,50,59,126,7.3,836,74,No
Salem,Feb,Clay,91,34,119,5.5,568,51,No
Salem,Jun,Sandy Loam,39,54,84,4.6,773,44,No
Namakkal,Sep,Loamy,53,79,129,4.9,683,79,No
Villupuram,Jun,Black Soil,34,67,80,7.7,836,41,No
Salem,Apr,Sandy Loam,64,44,54,5.9,613,84,No
Salem,Jun,Sandy Loam,91,29,40,6.6,1111,83,No
Coimbatore,Jul,Clay,105,57,58,6.7,1201,47,No
Coimbatore,Nov,Black Soil,31,47,64,8.1,802,82,No
Thanjavur,Jun,Loamy,79,61,96,8.2,434,73,No
Coimbatore,Mar,Clay,94,66,127,7.2,714,89,No
Dindigul,Jan,Clay,73,38,96,5.9,1242,75,No
Dindigul,Jan,Black Soil,70,51,31,5.4,1107,61,No
Thanjavur,Apr,Loamy,44,32,96,6.3,558,76,No
Coimbatore,Jul,Sandy Loam,81,71,73,8.3,775,85,No
Cuddalore,Feb,Red Soil,69,38,116,6.9,643,88,No
Krishnagiri,Jan,Red Soil,125,42,87,8.0,1104,76,No
Thanjavur,Sep,Clay,52,34,118,6.8,467,75,No
Dindigul,Jun,Red Soil,114,42,46,5.7,851,54,No
Trichy,Oct,Sandy Loam,33,64,70,5.0,1148,79,No
Trichy,Jul,Loamy,57,39,107,7.5,1179,81,No
Salem,May,Clay,129,78,42,8.3,618,78,No
Dindigul,Aug,Red Soil,59,47,120,8.0,1217,76,No
Trichy,Jun,Red Soil,43,26,86,5.3,735,85,No
Trichy,Aug,Clay,127,39,94,7.6,558,87,No
Thoothukudi,Aug,Red Soil,79,21,116,6.6,463,86,No
Thanjavur,Dec,Red Soil,53,18,117,4.7,815,53,No
Dindigul,Nov,Loamy,52,78,101,5.4,821,60,No
Erode,Feb,Black Soil,39,64,49,7.9,567,73,No
Coimbatore,Jul,Clay,95,65,36,7.3,604,45,No
Thanjavur,Mar,Black Soil,86,75,122,5.3,1228,79,No
Thanjavur,Oct,Sandy Loam,121,58,84,5.8,1065,84,No
Thanjavur,Apr,Loamy,128,22,33,5.8,941,47,No
Erode,Oct,Red Soil,128,32,64,7.2,1187,62,No
Tirunelveli,May,Red Soil,79,46,31,5.8,1058,67,No
Coimbatore,Jun,Black Soil,102,58,52,6.6,840,63,No
Tirunelveli,Feb,Clay,65,59,33,7.2,667,52,No
Krishnagiri,Oct,Black Soil,99,62,111,4.6,795,52,No
Tirunelveli,Jan,Sandy Loam,82,19,35,6.9,529,47,No
Cuddalore,Sep,Loamy,40,69,120,5.1,971,85,No
Trichy,Dec,Black Soil,80,38,115,7.7,774,46,No
Thoothukudi,Feb,Clay,41,19,36,6.4,818,58,No
Thoothukudi,May,Sandy Loam,64,29,79,6.9,665,57,No
Dharmapuri,Jun,Sandy Loam,30,16,50,8.4,1212,69,No
Erode,Jun,Loamy,68,37,100,7.9,796,69,No
Madurai,Oct,Loamy,94,45,58,4.8,471,82,No
Erode,Nov,Red Soil,120,29,107,8.0,1288,65,No
Thoothukudi,Jul,Loamy,42,66,124,7.6,452,65,No
Dindigul,Dec,Loamy,104,51,37,7.3,454,53,No
Erode,Jun,Sandy Loam,79,41,31,5.4,893,42,No
Erode,Mar,Red Soil,30,23,97,7.1,533,80,No
Tirunelveli,Apr,Loamy,66,75,36,5.6,565,79,No
Villupuram,May,Clay,87,71,94,6.3,760,60,No
Thoothukudi,Feb,Black Soil,38,78,103,4.9,758,42,No
Thanjavur,Dec,Red Soil,45,61,72,7.5,949,73,No
Karur,Aug,Red Soil,93,67,67,6.0,529,54,No
Namakkal,Jan,Clay,65,56,91,6.8,735,66,No
Tirunelveli,Mar,Clay,94,71,98,6.8,716,44,No
Erode,Sep,Sandy Loam,121,40,77,7.1,1060,77,No
Namakkal,Jul,Clay,61,19,105,4.6,1139,56,No
Madurai,Dec,Black Soil,38,65,108,7.4,1228,53,No
Namakkal,Feb,Black Soil,59,64,107,6.1,432,53,No
Coimbatore,Aug,Sandy Loam,45,15,77,7.2,513,42,No
Thanjavur,Oct,Red Soil,128,40,61,7.4,524,78,No
Thanjavur,Jul,Loamy,88,24,33,6.4,1103,72,No
Thoothukudi,Jun,Clay,115,21,120,5.4,860,42,No
Salem,Sep,Black Soil,84,25,46,5.9,1106,86,No
Namakkal,Nov,Sandy Loam,62,67,111,7.1,1073,46,No
Salem,Feb,Loamy,55,68,58,5.0,562,80,No
Coimbatore,Jan,Sandy Loam,39,74,95,5.5,676,84,No
Karur,Sep,Sandy Loam,60,30,102,8.4,1060,73,No
Thoothukudi,Apr,Loamy,84,15,47,5.3,1085,50,No
Madurai,Sep,Loamy,63,73,111,5.5,1044,63,No
Dindigul,Sep,Black Soil,84,52,110,5.8,777,40,No
Coimbatore,Nov,Clay,84,40,110,5.2,1256,59,No
Tirunelveli,Dec,Red Soil,78,19,122,4.8,1075,69,No
Cuddalore,Feb,Clay,126,36,99,7.7,957,42,No
Krishnagiri,Sep,Black Soil,61,50,67,7.2,1237,65,No
Coimbatore,Jul,Loamy,93,42,52,8.3,631,64,No
Villupuram,Aug,Black Soil,62,25,35,7.6,748,89,No
Thanjavur,Jan,Clay,93,17,92,5.7,1031,75,No
Madurai,Nov,Loamy,54,36,37,7.5,703,67,No
Erode,Jul,Loamy,48,43,42,4.6,612,42,No
Villupuram,Apr,Clay,86,36,120,6.8,488,48,No
Coimbatore,May,Clay,125,45,34,6.2,501,48,No
Coimbatore,Mar,Red Soil,74,73,127,7.4,520,80,No
Salem,May,Black Soil,117,76,98,6.1,928,56,No
Tirunelveli,Jan,Sandy Loam,69,48,43,4.6,812,71,No
Thanjavur,Apr,Sandy Loam,126,16,54,5.1,1002,40,No
Dharmapuri,Aug,Sandy Loam,66,16,81,5.1,914,41,No
Trichy,Mar,Sandy Loam,74,38,44,8.2,573,72,No
Namakkal,Jun,Clay,126,19,31,5.7,1234,55,No
Thanjavur,May,Black Soil,83,78,66,8.2,1170,83,No
Trichy,Feb,Black Soil,78,79,96,5.8,1047,46,No
Dindigul,Aug,Sandy Loam,31,68,79,8.1,534,69,No
Thanjavur,Nov,Red Soil,103,50,61,4.6,497,50,No
Karur,Jul,Loamy,115,41,99,6.7,1218,60,No
Erode,Feb,Red Soil,110,18,50,8.1,1157,69,No
Madurai,Apr,Clay,71,72,128,6.5,966,65,No
Cuddalore,Aug,Sandy Loam,109,60,79,4.7,668,76,No
Dindigul,Nov,Clay,113,48,86,5.0,776,59,No
Salem,Jun,Loamy,71,51,96,6.5,891,54,No
Namakkal,Aug,Black Soil,34,35,55,7.6,432,56,No
Coimbatore,Apr,Red Soil,82,57,105,4.8,838,46,No
Trichy,Feb,Red Soil,72,63,61,7.8,914,76,No
Villupuram,Sep,Black Soil,105,79,109,5.7,1020,84,No
Villupuram,Feb,Red Soil,95,15,92,7.5,813,59,No
Krishnagiri,Jun,Clay,36,26,112,4.8,767,81,No
Dindigul,Nov,Red Soil,89,68,92,4.7,1248,41,No
Krishnagiri,Jul,Red Soil,35,74,101,5.7,958,78,No
Villupuram,Jul,Black Soil,46,47,108,6.1,598,47,No
Dharmapuri,Feb,Loamy,93,34,34,4.7,1086,54,No
Dharmapuri,Nov,Red Soil,40,46,56,7.9,437,72,No
Trichy,Apr,Loamy,120,15,71,6.6,782,41,No
Villupuram,Aug,Red Soil,32,20,67,7.8,1107,40,No
Madurai,Jul,Black Soil,95,17,47,8.3,566,58,No
Erode,Jun,Sandy Loam,113,33,109,7.6,916,77,No
Dharmapuri,Nov,Loamy,50,49,126,8.2,1187,82,No
Namakkal,Jun,Sandy Loam,60,47,56,6.2,617,49,No
Erode,Jun,Sandy Loam,97,17,40,4.9,475,73,No
Villupuram,Jul,Black Soil,47,23,73,5.5,1164,49,No
Thoothukudi,Jul,Red Soil,95,65,92,7.9,1056,49,No
Tirunelveli,Oct,Black Soil,89,67,79,5.6,1190,46,No
Thoothukudi,Mar,Loamy,119,46,63,5.3,407,40,No
Erode,May,Black Soil,84,34,56,4.6,632,87,No
Salem,May,Clay,110,71,56,6.9,490,68,No
Salem,Nov,Sandy Loam,113,34,94,4.6,665,62,No
Namakkal,Aug,Clay,51,58,56,6.8,746,51,No
Namakkal,Jan,Red Soil,61,36,70,8.3,890,48,No
Cuddalore,Jul,Clay,62,29,91,6.4,683,42,No
Madurai,Sep,Clay,117,37,105,6.4,890,52,No
Coimbatore,Jan,Sandy Loam,72,22,82,7.8,693,55,No
Dindigul,Jul,Red Soil,108,52,80,8.0,424,65,No
Dharmapuri,Oct,Sandy Loam,72,64,36,7.3,626,62,No
Madurai,Sep,Clay,34,72,119,4.8,646,64,No
Villupuram,Dec,Black Soil,111,64,75,5.8,949,58,No
Cuddalore,Aug,Sandy Loam,69,53,88,7.2,1066,49,No
Coimbatore,Aug,Black Soil,58,73,62,8.1,912,56,No
Namakkal,Mar,Black Soil,82,68,81,8.3,611,63,No
Salem,Jun,Clay,95,47,115,7.8,987,52,No
Karur,Apr,Sandy Loam,72,36,65,7.7,1114,52,No
Thoothukudi,Mar,Clay,124,76,103,8.2,686,47,No
Trichy,Mar,Sandy Loam,106,28,56,5.0,1291,52,No
Villupuram,Oct,Loamy,87,76,74,5.0,1249,80,No
Villupuram,Nov,Black Soil,57,30,60,7.1,912,83,No
Dindigul,Nov,Sandy Loam,119,30,104,5.7,1186,57,No
Trichy,Mar,Black Soil,125,58,113,6.1,615,62,No
Villupuram,Feb,Clay,59,44,94,7.6,502,70,No
Dharmapuri,May,Sandy Loam,51,42,106,7.5,844,80,No
Thoothukudi,Aug,Red Soil,75,42,121,5.6,946,43,No
Coimbatore,Sep,Loamy,89,44,81,7.4,718,41,No
Namakkal,Sep,Clay,114,65,110,6.3,1271,82,No
Dindigul,Sep,Sandy Loam,41,56,128,5.5,1124,84,No
Salem,Mar,Clay,70,40,78,8.3,1063,62,No
Thanjavur,Jul,Red Soil,85,40,39,4.8,502,47,No
